,a,b,c,d,e
71,0.5338951704207933,0.17716942063935615,0.8134168344543355,0.3536591246738269,0.44133546437728566
72,0.4304833565289725,0.18780661160195689,0.5615364356779969,0.45866773297691343,0.09483673776863888
73,0.8658308366680315,0.7918541722125039,0.5228099410349931,0.9653393734896961,0.9290610826440308
74,0.5446188667207695,0.1995927139318363,0.0025040254678802,0.93958808260599,0.6168140118642179
75,0.8091639776899141,0.27459617559554383,0.5550948165139697,0.1902579918554037,0.051150204759846774
76,0.3811202704934321,0.8783728856672084,0.24347478022967106,0.3464374826884612,0.09880021425924124
77,0.723719169167669,0.6208067760762987,0.3728744727694012,0.2707914438604676,0.3155432962436019
78,0.028253847961866252,0.7222724640237577,0.5044555161992612,0.9594048861538165,0.11784643245329252
79,0.6695552930945666,0.6424684553230624,0.4828952274059525,0.5808341477252891,0.6909168828667419
80,0.9134432715644087,0.5260648063970398,0.22594469509135462,0.270003664218762,0.43641858469306094
81,0.13888880318776398,0.5703364839429201,0.2676394644063307,0.019098513507619264,0.8211586968586163
82,0.07242028015937574,0.9694803180622927,0.9651531595523599,0.8017033458384074,0.291735760221588
83,0.45472451879951226,0.3749100987062395,0.9442932525972081,0.8443683898104186,0.5060809756359597
84,0.23549162679539215,0.23315242535146985,0.3872789938662692,0.3108223079448641,0.7447868334566035
85,0.9843734349858474,0.9556351537190619,0.9851217673997668,0.23546662550872643,0.20041639089159913
86,0.7325073655558695,0.20649500434506285,0.6001476701984206,0.111666016054348,0.6922585404908256
87,0.3787163309464988,0.8068421795348112,0.6624861487859419,0.7915936699053884,0.36158084746729324
88,0.5692688242193056,0.9409430514196824,0.5867682824781216,0.13849925783885841,0.5429596480497672
89,0.5897806323716244,0.7312210210388598,0.7208326298408164,0.7615749914843954,0.9878985679337231
90,0.8819496588231703,0.4890972014462486,0.5148744439403049,0.5422346402836544,0.652686137101715
91,0.9982570003329733,0.7309048836677887,0.7646893067506951,0.510331868664985,0.11590290021726835
92,0.2658552031262851,0.05353044935740636,0.8131120479297627,0.460619246905718,0.04358690758978334
93,0.70934063902694,0.5747172098191187,0.8536437437557495,0.022094152291587288,0.8596004292879792
94,0.3808287703937483,0.15688344587426328,0.7831860855280339,0.07425879850370753,0.15379110530850637
95,0.754403609391455,0.6336960376501233,0.6058486706611015,0.7118948467407095,0.6247676312014789
96,0.6282931877494587,0.44871773854779695,0.008133470215498928,0.7415890266861828,0.6370923071108531
97,0.4327952041754556,0.8679316532582555,0.04724348874062945,0.2806459453525624,0.6978323398272065
98,0.8983016474470414,0.24593163236367044,0.11967712002897679,0.3916409763450298,0.659191669160893
99,0.016418103469244993,0.28287391864542866,0.1537896408522048,0.9969440425733539,0.4842670115971023
100,0.7454774749093043,0.1371650580996202,0.8329961985396929,0.20691192545930415,0.5230790989338477
101,0.02647855950915745,0.8514632133835857,0.6995584907198773,0.526310947297251,0.28562872905339376
102,0.10025962741165884,0.15792376028923927,0.24178334326545292,0.7416278255998396,0.5118283298015798
103,0.2833732886434073,0.0021725615000413034,0.31320871518683235,0.8120553787618994,0.6880324463870122
104,0.7664960911179253,0.6899554056422439,0.9781304740032334,0.6437872133702894,0.9085418923984406
105,0.9627637810450826,0.9726712483848416,0.3558776722925865,0.9616393099613829,0.22192573308745112
106,0.6274094082674548,0.7915078635099716,0.8221896102008173,0.6543768215654989,0.21066158723706618
107,0.37075403878191104,0.7657229297022039,0.7144759713744033,0.09542252817901409,0.33610739141095913
108,0.9912541575574361,0.42647501277175914,0.6137832342167789,0.6852403002756313,0.6298115637542611
109,0.616488867418816,0.13235808596974086,0.9531446007617702,0.5242441600862088,0.6991940425230467
110,0.6891905442520486,0.25571529637036694,0.2679521434568193,0.15147444389443687,0.46425527831110636
111,0.471597443501947,0.17318019244996952,0.39371585897245975,0.26969186055886196,0.8645027277622619
112,0.4895178441654878,0.8933178416204698,0.8579631210691911,0.23658249004070264,0.2071103154721109
113,0.5565986172550331,0.6408261742625273,0.3250153855915212,0.9697080275735486,0.7364118495776883
114,0.7784023470953403,0.9936516165483447,0.42755973321009044,0.3706024770472013,0.15677026894350465
115,0.6954086578757283,0.8673299216678019,0.9891305535219944,0.6279759060178768,0.3913526250382904
116,0.618346550595156,0.48808495542326913,0.7872150560828999,0.3364778303608126,0.12242901657907146
117,0.3379085608966965,0.1155303496490242,0.3361004114976752,0.07123095542012425,0.9235734235699117
118,0.6815572834787791,0.37856980164331266,0.5110424365511489,0.45566961012497476,0.8642084164497996
119,0.3024480017327781,0.8788990450870932,0.29545519184072644,0.44065809433625724,0.48608892239913193
120,0.7912487489031521,0.9610887919371932,0.8786860787656616,0.08422717116676381,0.8203672238504699
121,0.13450768371920818,0.17360721112913513,0.18154254443078965,0.880877339970427,0.26446037617043006
122,0.5429808909089457,0.2449475983799152,0.34032213067071415,0.9214527466655752,0.7382735813370896
123,0.22002978824490171,0.6491206087815606,0.14475024380400803,0.8608432606394563,0.564169349407549
124,0.9753984828165413,0.6285293469090675,0.5660013521874692,0.6085166562482867,0.8059772124243128
125,0.9228878526511322,0.8743493630352237,0.5039245664741714,0.329311184532471,0.8287471397410037
126,0.7712627996473267,0.4887511224999439,0.26498199850475446,0.07756750594637574,0.9524666422846726
127,0.9549665815040157,0.43173968324294654,0.5250001819097939,0.43804025989092277,0.06455702695737653
128,0.21546721951172199,0.5154745877733592,0.2692424245382047,0.04106231849142328,0.29280779712850813
129,0.034425954714567775,0.9210207436970278,0.4440846901573682,0.44457853429338967,0.19543471243422328
130,0.07243382478950211,0.7230521632120716,0.2240715864123003,0.33929043623360433,0.9510968168603336
131,0.8769135629290842,0.4203250166512251,0.2610150736438407,0.7544019202379959,0.8202934255460245
132,0.1790524676386578,0.12545780330999667,0.30868822075296865,0.35070171581948795,0.7488798689976836
133,0.23449698063924806,0.9445111256619827,0.9717083981039196,0.374995526611952,0.7396533702295874
134,0.7496883742098052,0.9169767024966595,0.011240982377566877,0.739472100520561,0.08216986574701002
135,0.9466788389099314,0.9496642705188989,0.6953764009878922,0.9069889908375756,0.44485321114555243
136,0.20382517548642032,0.47894240542751987,0.07071753726394192,0.7423433531182713,0.8546753584839303
137,0.7380087401108975,0.8062720079861059,0.09263773010887077,0.5298383141570961,0.6075203452284287
138,0.7263333213679584,0.8876999600786699,0.9071766980763154,0.8219599392120179,0.9518863796990966
139,0.8353431914501227,0.12280360925416434,0.31760443767007207,0.0690983451672349,0.4436658998384012
140,0.5696063998712085,0.1740558758191615,0.3598927932947056,0.9864408982421137,0.9588856672281072
141,0.5360967050083627,0.5582266483178652,0.42246576726081886,0.753051501293619,0.2693129777777785
142,0.045544682035053685,0.8757753811716729,0.23317963405821385,0.14274158364030531,0.5832277752247528
143,0.9097066081361878,0.5833857934528656,0.22579072266465805,0.09970037663720255,0.8249020703807273
144,0.9007945873663045,0.7765650513652886,0.9873946426702498,0.6608935874844599,0.37230901902356006
145,0.36083647325667334,0.5569618897825356,0.6447200335632725,0.00421523110527644,0.0962641913430613
146,0.7964139284563329,0.12116045699938205,0.9882158271400417,0.7041104666166949,0.9831749641700611
147,0.6417734228529565,0.9030053265972982,0.39752413896094174,0.49899470567779336,0.7405800881853165
148,0.37633156432715964,0.26684767277625265,0.873437489709152,0.9364018316253837,0.6210992649692143
149,0.08116468970630097,0.01483978613339021,0.25498901914446537,0.4510929926061068,0.3801757267733078
150,0.6851897916289854,0.22512030453119403,0.011725176473616261,0.3009802577279338,0.7156748915460734
151,0.6889982209289756,0.28384133162132263,0.541762953139177,0.4833982387346699,0.28962704225245683
152,0.08022255179489857,0.0442200042842924,0.33833882857766806,0.9566795366099532,0.8255414708559715
153,0.07261394284102352,0.24106818516480744,0.8919559245748553,0.47490768272054806,0.48472837086615417
154,0.11635141451387754,0.46516878674768114,0.009655784167497572,0.2564984453031719,0.923155716495391
155,0.4920134890739011,0.4364653561751547,0.31475946277144196,0.9012974837046759,0.4833396039513188
156,0.6908363630275363,0.4672289949455115,0.37040252536767204,0.8803414183527372,0.6862676377351369
157,0.003857990593083116,0.4196696406558571,0.605347213097042,0.043604835236933814,0.4402483247155896
158,0.037392088844653615,0.8919521592249415,0.4633766704082223,0.9610809256467068,0.8122987257430124
159,0.2516355201050212,0.41244621643088164,0.20027145422722759,0.6260362634421697,0.06656438005475762
160,0.66194703876571,0.6982498357756909,0.7123203516546549,0.981147302382114,0.19532816926147245
161,0.6898500183052927,0.35034642372599956,0.9448443876243701,0.40159473912935006,0.9688156588631764
162,0.17043917699173183,0.46463474930105764,0.10053984953886175,0.7234813532701863,0.22880464305678005
163,0.14543655789138432,0.6579967214044903,0.5654988020913313,0.07916789584414163,0.35518763127515474
164,0.8214424338182038,0.44321735338004054,0.98728783689396,0.5691091746062247,0.1875391504112589
165,0.689236250327638,0.9095190227368454,0.026184959673581365,0.730398829996041,0.9668237745645684
166,0.63953921322993,0.9264188988163586,0.19418214050576244,0.16545595672671043,0.7899816734691818
167,0.4845895003263486,0.8933161651751288,0.25269889191559036,0.9096364306981873,0.7065217365340876
168,0.8541689946886949,0.4136005450199286,0.9305666656869347,0.2905431605301435,0.6279172444776677
169,0.9639125789064042,0.45683946138856346,0.25616088407781923,0.26594910661533777,0.27992415320696573
170,0.2555725316727183,0.4457025924668392,0.9172273676874623,0.6341898038178069,0.09023078087214254
171,0.6702401059565739,0.7394369341647128,0.18242930851823358,0.6339855586234713,0.738552439008711
172,0.24631593453466882,0.7913552069262554,0.6799274344619305,0.07340069184073217,0.2524514404453845
173,0.12799181875565113,0.7438618730892481,0.10211300398894385,0.6040415116328091,0.8552969434282867
174,0.6450175641652172,0.4539616192142333,0.8281761650591514,0.35507352817415716,0.29507268755632954
175,0.7115927578283334,0.7193792758983242,0.10825401641890364,0.9651075710010769,0.7396002990674715
176,0.9996430642824758,0.30780612451365486,0.7651797069061078,0.8375406429986361,0.4769242594150519
177,0.9927738957757493,0.4094867162391531,0.749499967150145,0.45493066838106644,0.2838609143272024
178,0.7281416792965001,0.28464783442902675,0.3615862689561723,0.11271676960181198,0.9166306776923284
179,0.44896731656377886,0.09670244829805619,0.6450905268204337,0.7646121259372752,0.28910921081271357
180,0.24340101302391903,0.34735388245921894,0.9019033694481008,0.6501483632584742,0.711370921762808
181,0.44225765960729446,0.4866893222012747,0.17815073306896934,0.9205139433972682,0.5996463048791597
182,0.17078771100576273,0.8615673478277985,0.5065742053363135,0.6279076131289536,0.519997898593048
183,0.13827072309247068,0.4732908796426659,0.9887236349425154,0.5391082552590936,0.5232349232869695
184,0.2513657849686045,0.38976143980668254,0.5459675079693664,0.852114228636494,0.44788851710638355
185,0.14505393608614403,0.9677787754269501,0.09392700952487676,0.4090191645297848,0.6573379531667117
186,0.7971991513040926,0.22846439766820248,0.6031121786834559,0.13755780164890907,0.6272516016626104
187,0.17585672172695466,0.33237736535357587,0.9737195708230353,0.645058308707927,0.06959812204993931
188,0.4069232128169108,0.7568538925503052,0.49801127424352365,0.736784299012529,0.8158649965090096
189,0.7450066418331874,0.28834597086002867,0.9290111179232011,0.7015592170642094,0.36675215129715943
190,0.5088326217631788,0.6432247461180892,0.542129226557503,0.5585486533974473,0.42421545812019046
191,0.39157606920494525,0.6050994719556031,0.16801742243176665,0.20531309997574965,0.08450798883994437
192,0.527067895664322,0.2386952111028019,0.18476692353806579,0.6332155029196616,0.6320091815065233
193,0.9985811286692783,0.8382428417022028,0.7573998101559616,0.32143107538161975,0.6198835858242263
194,0.5984664264435828,0.2892361391145024,0.34870448210332494,0.5989566541004278,0.8109529569560177
195,0.020159628353151438,0.34408134716555516,0.35954254354163395,0.036987174571460835,0.8527627877610591
196,0.6578671276140413,0.77362884201987,0.8485624798781121,0.4048711682727537,0.034803410917616184
197,0.3347847629244036,0.7339559884986325,0.11913464788257466,0.43056362715968777,0.5283299054986983
198,0.683631742446432,0.3558311843915657,0.29390386990891726,0.8646244767673065,0.5194847363853707
199,0.38536853191061726,0.5613899667805435,0.333844049205383,0.8730490383272558,0.11787201151581073
200,0.6702068674265625,0.9595291728806601,0.8445344291694346,0.904623317468203,0.10537381502252896
201,0.07272645379714837,0.0595872094124269,0.30381289632789654,0.5728680595574609,0.7659158302558337
202,0.4138479798345621,0.5580823685253387,0.0008604470267008502,0.027513782088536498,0.5608592237007137
203,0.39247580166255247,0.07250651709230915,0.6036545635102019,0.8636875262878185,0.23850303895371017
204,0.19466595336265724,0.5136341097130613,0.27531702156821924,0.5056608343207496,0.06320844072732523
205,0.8942980079347219,0.12337990450694347,0.11976215726413975,0.7289764529464214,0.1263378728600968
206,0.9867400244093355,0.959029096122242,0.027726685949686414,0.3481327920817441,0.49208212337911383
207,0.48295814592761577,0.8496470385954119,0.9453480316330378,0.850165800136069,0.5823873396944174
208,0.7529153309274105,0.2434827295248001,0.8318811684579659,0.4196851452023882,0.7996065674859612
209,0.4836005233477412,0.0362428557758564,0.7195599785633221,0.28350942138407154,0.7710635672318359
210,0.7949555102534817,0.6298018946067399,0.21865722232735096,0.6867120399417934,0.9483412265490495
211,0.5006607050069001,0.8100123089690957,0.23626286104812688,0.27351090057553773,0.7902308082086251
212,0.82521576385822,0.9009394325133564,0.5340857392220985,0.08601651662438192,0.14237566545910885
213,0.42880581595074474,0.632258489396223,0.4611452503895238,0.8600082812828569,0.6837091548494593
214,0.777436117236581,0.22303713146080562,0.5473320268723871,0.5240708485607469,0.8831895459309275
215,0.7065376744069399,0.6960954592722454,0.8280883684527914,0.3015365917487153,0.8869247782112063
216,0.7859671947420841,0.43185228162065037,0.6619832981009712,0.9666185698807063,0.42926297008152037
217,0.2142106343513247,0.21265188231801746,0.48548848085710283,0.8324598063655245,0.5448780934919907
218,0.27477137251958095,0.7458999891391079,0.6736422485956413,0.456303176146038,0.16730664074153156
219,0.8381858694763634,0.9671862987713321,0.9060464819231276,0.2734261425927793,0.3477393930723839
220,0.9812267449932001,0.21884038349810153,0.45085924129826893,0.9507621083787505,0.6789653264411175
221,0.6431625362840435,0.4271784914609583,0.18210905962957624,0.7121924040389781,0.05661974246613144
222,0.20114668544454029,0.7749346798821087,0.55184476494021,0.902162675201727,0.7748095984231416
223,0.7238072791534024,0.3054720440383618,0.07671175218659165,0.16738572808390262,0.11666836243924217
224,0.7875397239086552,0.46628126129821534,0.3975216003087293,0.629635538727633,0.8648974603041495
225,0.6830164565992183,0.6869515304260824,0.23856080672310598,0.8908754482515874,0.19770563735901947
226,0.5368794507755469,0.2529379697816633,0.7094400681789881,0.7495441470679957,0.8444919626234715
227,0.2793680866669934,0.6925957968527601,0.7794837425884791,0.7168874199213191,0.4010479449586821
228,0.6156889194853594,0.9270708179738072,0.76505561393035,0.21114007694635895,0.8936108101551373
229,0.7722116435317437,0.5870286137551465,0.46672516966949473,0.1968638366652521,0.28314785812800625
230,0.5936396477336685,0.48536591669448736,0.5018225814475461,0.8826920233647458,0.36567157265324335
231,0.8468676729354798,0.7231434549929469,0.1761599980461238,0.9348067525359577,0.8196611173044152
232,0.7311120371816242,0.1896381246868093,0.053095302808316314,0.5932818554954569,0.638915467247259
233,0.06643787125837763,0.4280351768749533,0.06181688468761248,0.9883877945585986,0.06346005105548014
234,0.5187501360529696,0.8606031830415167,0.7137393288053475,0.3468547465851367,0.7377039320816292
235,0.7223224904095236,0.9163209532078055,0.6525659299196258,0.09619362547725085,0.11182517616700804
236,0.49070996603103156,0.647916475870372,0.17585080779118123,0.18404531570334237,0.7296188721594206
237,0.7515954223390086,0.149190177787203,0.23250613031131662,0.3881220452699268,0.39177569570526327
238,0.6849149033406898,0.7415702893092987,0.27465919019383256,0.5055297195363515,0.8937021849220763
239,0.23962534916172362,0.28020297016237306,0.5370757320058631,0.7140591188455796,0.43188317645478747
240,0.07438730543451766,0.009047339188027359,0.22736277855071563,0.2529408886781358,0.45179368993755165
241,0.994440495117443,0.9492134519431248,0.014685001840779366,0.9585697096047839,0.8887854391098245
242,0.32432084040122133,0.12015765453183336,0.5831545195301385,0.1710870567064927,0.26734025252069893
243,0.5446754618467579,0.4046931586701672,0.7644003336078947,0.36766686207046684,0.4922637402918154
244,0.5135963548306707,0.163468897812998,0.24752650483265348,0.8406278854918491,0.07590990507247697
245,0.8096777482784111,0.10714557959691906,0.02702940635511497,0.2907602749684902,0.3192461345698302
246,0.5944681371410895,0.7767328010760302,0.413978544021942,0.2751225599602801,0.7564411888628269
247,0.5569348632708161,0.9476533105135365,0.4897108967798146,0.4459672519976845,0.14143916024182224
248,0.48968385812465687,0.678778858789262,0.4839434012785927,0.5606152846698123,0.8558557990185685
249,0.804670073256581,0.7993636833320436,0.2558013356727087,0.4841029170410226,0.0042497793978664156
250,0.8322294779838635,0.6088440139862973,0.06216275832539975,0.41437754152441664,0.5031566958337401
251,0.6636408484948727,0.5737959908431302,0.3557915336271018,0.06948427079123043,0.024007226333236376
252,0.9521522704896855,0.8563531633313138,0.6613452900457325,0.7308488682224339,0.9936285768135824
253,0.7880854559198407,0.05064416228931801,0.5909991319138601,0.6601283390126261,0.1603540021953862
254,0.3627079107610829,0.27961075646459377,0.13724717494785454,0.8213570640229009,0.3224863027586974
255,0.8730754085052795,0.6107681893957649,0.23782537146765637,0.8869238370136172,0.8672590025739497
256,0.14839684244940465,0.37654080631357933,0.8636629953473643,0.9886814178039338,0.3544620509394819
257,0.4779178915998413,0.8938062719738948,0.9535326965495698,0.7435476135437991,0.7219117904593657
258,0.01531764151340409,0.07870540455030639,0.9507223604884742,0.49928344773236444,0.3691308165949929
259,0.13321950479470468,0.17497529748902962,0.4885607164765202,0.9560146159276302,0.8099521936283406
260,0.09094771659617529,0.5682218566784473,0.8255420448795672,0.8807785690351768,0.22737900121557486
261,0.5044942878279837,0.4607876268572977,0.5061555369088413,0.5698547239220313,0.9539938778462018
262,0.7124345381669965,0.8870020645759753,0.5845763141028055,0.2504013220147394,0.17166084160606454
263,0.3570955862589257,0.45689600069626446,0.7947618357660675,0.8185160567908029,0.8812361758423668
264,0.8985312497810283,0.6380862582453302,0.2903390486856352,0.3206614729413254,0.4536333391093389
265,0.958808493847398,0.45998778749288516,0.24641515881991383,0.9988576313709727,0.18698919541346004
266,0.24372753525292068,0.6164542334185998,0.6529830459718372,0.8728149077420956,0.9281999757529383
267,0.625747860507062,0.8026507739358644,0.09840946219622193,0.6112637572096381,0.7709128776136471
268,0.931971367166721,0.3834716183106296,0.12224554598069293,0.8360308990882559,0.004782653955605509
269,0.345669642505828,0.5510698094988017,0.11570270581553233,0.8567941550807745,0.5209177451023107
270,0.819177981432501,0.6651740591470846,0.5119383910051931,0.7124454826826379,0.43083886768709667
271,0.12254483018701667,0.9814702272764995,0.18920048259768452,0.0426254131963445,0.6934149914445555
272,0.8638127830139782,0.18823256830428026,0.2565677535995232,0.6566334134411773,0.5178125741016857
273,0.40855406327386445,0.24295186217155584,0.5716845028688318,0.024113199536530794,0.748986927736402
274,0.91879897951012,0.9508225658690828,0.11162047305443112,0.853432528600803,0.969271684015772
275,0.3299529014739071,0.5309019702553005,0.19771394721851243,0.5499772481827883,0.21895215356284203
276,0.5586268777794176,0.2728603407360446,0.34575909342607425,0.41752646492796686,0.022181302882481102
277,0.2548973166778459,0.3465363263221424,0.5370047190268992,0.04709673140240789,0.4005762246340231
278,0.4865316431476491,0.9155700937445267,0.26059803922055313,0.5934392800605717,0.7537602171051621
279,0.09103537158890451,0.7711009245747709,0.8665966282112642,0.5839328361116286,0.9509515987760349
280,0.06062067976059571,0.28834961100006373,0.05262936035755006,0.4079040518024124,0.8590067980135124
281,0.14442531822275195,0.2573206252327199,0.3489183040109388,0.4162590280566977,0.9411997051185306
282,0.11039724353229641,0.4856763055341874,0.11993838311779847,0.6071043259947663,0.7830230963571454
283,0.710049476091355,0.276241502950636,0.8028732634855815,0.6728032598900374,0.8011407604325135
284,0.26034659371291125,0.5930028070785308,0.7590777992640907,0.24035392101411468,0.5267199175684668
285,0.35294657976453137,0.0008346326125644454,0.3829805471591866,0.4019875784963485,0.5041403185868544
286,0.4283597055142965,0.9677974624739167,0.44899043943906725,0.22327896311383488,0.8938482970413639
287,0.7908628713056873,0.6216839482284323,0.8162230293349443,0.020503763083946414,0.9371030920698942
288,0.2850147369525957,0.03039265911029454,0.042581791152310866,0.7164698366291913,0.22343173581284126
289,0.08456462361673422,0.9263976546382388,0.016004666426758796,0.880430876152981,0.25448484021644235
290,0.36693321594830175,0.1330067815421423,0.4704388426026548,0.9285937048840395,0.32147656851298023
291,0.5418252578518244,0.1881621935940515,0.4579791359748727,0.6799202957552791,0.04751672433981069
292,0.7850226272393721,0.7024672429449099,0.8957471894581795,0.3819532814421327,0.46263879837592514
293,0.667770908601638,0.24020766925453252,0.6195606618097693,0.13445901019200646,0.7323520888016267
294,0.22239693008386152,0.36556572299806445,0.2753581434576253,0.12037762714180889,0.26594615018363377
295,0.5639741756283384,0.9129302762882574,0.8795931980216637,0.20672050028473254,0.3615579411922266
296,0.6164983492321064,0.39061440149491045,0.0908457343839828,0.16303384104801533,0.40651709929176316
297,0.8181955598387973,0.8047689602707487,0.5507941575571006,0.7187445671125097,0.8956004025203544
298,0.050958060578261466,0.1767636106053463,0.9370277385990616,0.8103858184865713,0.4719916636397553
